Attribute,Target,Rulex,LIME,SHAP
MP_TP_POST,FIBR_PREDS,0.0,0.011991672,0.0
nr_11,FIBR_PREDS,0.0,0.0236787854,0.0
n_r_ecg_p_03,FIBR_PREDS,0.0,0.0156582078,0.0
NITR_S,FIBR_PREDS,0.0,0.0078697389,0.0
nr_04,FIBR_PREDS,0.0,0.0115091865,0.0
zab_leg_03,FIBR_PREDS,0.0,0.0067313508,0.0
ZSN_A,FIBR_PREDS,0.0,0.0098273614,0.0
n_p_ecg_p_10,FIBR_PREDS,0.0,0.0076895641,0.0
B_BLOK_S_n,A_V_BLOK,0.0,0.0077878779,0.0
fibr_ter_03,A_V_BLOK,0.0,0.0076138743,0.0
ritm_ecg_p_08,A_V_BLOK,0.0,0.0072265399,0.0
n_p_ecg_p_07,A_V_BLOK,0.0,0.0028122085,0.0
n_r_ecg_p_05,A_V_BLOK,0.0,0.0056881435,0.0
ritm_ecg_p_02,A_V_BLOK,0.0,0.0044049078,0.0
n_r_ecg_p_03,A_V_BLOK,0.0,0.0051702789,0.0
NITR_S,A_V_BLOK,0.0,0.0027945814,0.0
nr_04,A_V_BLOK,0.0,0.0146269214,0.0
zab_leg_03,A_V_BLOK,0.0,0.0165366465,0.0
ZSN_A,A_V_BLOK,0.0,0.0118045079,0.0
n_p_ecg_p_10,A_V_BLOK,0.0,0.004884603,0.0
zab_leg_01,A_V_BLOK,0.0,0.0099133329,0.0
nr_03,A_V_BLOK,0.0,0.0059957115,0.0
n_r_ecg_p_01,A_V_BLOK,0.0,0.0001299791,0.0
B_BLOK_S_n,JELUD_TAH,0.0,0.0050294616,0.0
NA_R_2_n,JELUD_TAH,0.0,0.0022316554,0.0
NOT_NA_2_n,JELUD_TAH,0.0,0.0026059054,0.0
ritm_ecg_p_08,JELUD_TAH,0.0,0.003466853,0.0
endocr_01,JELUD_TAH,0.0,0.002540806,0.0
n_p_ecg_p_07,JELUD_TAH,0.0,0.0002166541,0.0
LID_KB,JELUD_TAH,0.0,0.0009406603,0.0
MP_TP_POST,JELUD_TAH,0.0,0.0051804019,0.0
nr_11,JELUD_TAH,0.0,0.0075617786,0.0
ritm_ecg_p_02,JELUD_TAH,0.0,0.0042683538,0.0
n_r_ecg_p_03,JELUD_TAH,0.0,0.0020967032,0.0
NITR_S,JELUD_TAH,0.0,0.0027505225,0.0
nr_04,JELUD_TAH,0.0,0.0060920606,0.0
zab_leg_03,JELUD_TAH,0.0,0.0011405441,0.0
ZSN_A,JELUD_TAH,0.0,0.0100282482,0.0
n_p_ecg_p_10,JELUD_TAH,0.0,0.0091333293,0.0
zab_leg_01,JELUD_TAH,0.0,0.0045265512,0.0
nr_03,JELUD_TAH,0.0,0.0039045782,0.0
n_r_ecg_p_01,JELUD_TAH,0.0,0.0062759938,0.0
fibr_ter_03,FIBR_JELUD,0.0,0.0084556741,0.0
NA_R_2_n,FIBR_JELUD,0.0,0.0059038845,0.0
NOT_NA_2_n,FIBR_JELUD,0.0,0.0064658825,0.0
ritm_ecg_p_08,FIBR_JELUD,0.0,0.0012271421,0.0
SEX,FIBR_JELUD,0.0,0.0048643384,0.0
endocr_01,FIBR_JELUD,0.0,0.0046769397,0.0
n_p_ecg_p_07,FIBR_JELUD,0.0,0.0092693948,0.0
MP_TP_POST,FIBR_JELUD,0.0,0.00594592,0.0
n_r_ecg_p_05,FIBR_JELUD,0.0,0.0063979724,0.0
nr_11,FIBR_JELUD,0.0,0.019847475,0.0
ritm_ecg_p_02,FIBR_JELUD,0.0,0.0090063044,0.0
n_r_ecg_p_03,FIBR_JELUD,0.0,0.0044121941,0.0
NOT_NA_KB,FIBR_JELUD,0.0,0.0036164007,0.0
NITR_S,FIBR_JELUD,0.0,0.0081366009,0.0
nr_04,FIBR_JELUD,0.0,0.0201292984,0.0
zab_leg_03,FIBR_JELUD,0.0,0.0002119879,0.0
ZSN_A,FIBR_JELUD,0.0,0.0025875048,0.0
n_p_ecg_p_10,FIBR_JELUD,0.0,0.0140110467,0.0
zab_leg_01,FIBR_JELUD,0.0,0.0085728488,0.0
nr_03,FIBR_JELUD,0.0,0.0029833902,0.0
n_r_ecg_p_01,FIBR_JELUD,0.0,0.0189110376,0.0
n_p_ecg_p_10,OTEK_LANC,0.0,0.0076899723,0.0
n_r_ecg_p_05,OTEK_LANC,0.0,0.0093881177,0.0
R_AB_2_n,OTEK_LANC,0.0,0.0055843395,0.0
nr_03,OTEK_LANC,0.0,0.0149813077,0.0
n_p_ecg_p_03,OTEK_LANC,0.0,0.011056498,0.0
n_r_ecg_p_04,OTEK_LANC,0.0,0.0068101186,0.0
n_p_ecg_p_12,OTEK_LANC,0.0,0.0065637453,0.0
SIM_GIPERT,OTEK_LANC,0.0,0.010206701,0.0
nr_11,OTEK_LANC,0.0,0.0143599062,0.0
ritm_ecg_p_04,OTEK_LANC,0.0,0.0369090485,0.0
endocr_02,OTEK_LANC,0.0,0.0189530612,0.0
n_p_ecg_p_07,OTEK_LANC,0.0,0.0063939605,0.0
fibr_ter_03,OTEK_LANC,0.0,0.0101315816,0.0
n_r_ecg_p_01,OTEK_LANC,0.0,0.0093565107,0.0
n_p_ecg_p_11,OTEK_LANC,0.0,0.0336880218,0.0
np_05,OTEK_LANC,0.0,0.0103072445,0.0
zab_leg_03,RAZRIV,0.0,0.009761461,0.0
n_p_ecg_p_10,RAZRIV,0.0,0.0259981557,0.0
n_r_ecg_p_05,RAZRIV,0.0,0.0085336061,0.0
O_L_POST,RAZRIV,0.0,0.0043440069,0.0
R_AB_2_n,RAZRIV,0.0,0.0041491275,0.0
R_AB_3_n,RAZRIV,0.0,0.0031125661,0.0
endocr_01,RAZRIV,0.0,0.0032514719,0.0
n_r_ecg_p_03,RAZRIV,0.0,0.0051217821,0.0
nr_03,RAZRIV,0.0,0.0059458251,0.0
n_p_ecg_p_03,RAZRIV,0.0,0.0063160563,0.0
n_r_ecg_p_04,RAZRIV,0.0,0.007397431,0.0
n_p_ecg_p_12,RAZRIV,0.0,0.0090952154,0.0
ritm_ecg_p_02,RAZRIV,0.0,0.004204291,0.0
SIM_GIPERT,RAZRIV,0.0,0.0108393127,0.0
nr_11,RAZRIV,0.0,0.0131664688,0.0
ritm_ecg_p_04,RAZRIV,0.0,0.0271476776,0.0
zab_leg_01,RAZRIV,0.0,0.0052049823,0.0
B_BLOK_S_n,RAZRIV,0.0,0.001776488,0.0
endocr_02,RAZRIV,0.0,0.0061907832,0.0
n_p_ecg_p_07,RAZRIV,0.0,0.0071705329,0.0
fibr_ter_03,RAZRIV,0.0,0.0092090796,0.0
n_r_ecg_p_01,RAZRIV,0.0,0.010801063,0.0
n_p_ecg_p_11,RAZRIV,0.0,0.0070275826,0.0
np_05,RAZRIV,0.0,0.0194541042,0.0
zab_leg_03,ZSN,0.0,0.0141449803,0.0
LID_S_n,ZSN,0.0,0.0044136255,0.0
n_p_ecg_p_10,ZSN,0.0,0.0032336296,0.0
n_r_ecg_p_05,ZSN,0.0,0.0080151138,0.0
nr_03,ZSN,0.0,0.0094525716,0.0
n_r_ecg_p_04,ZSN,0.0,0.0109076294,0.0
nr_11,ZSN,0.0,0.0204740788,0.0
ritm_ecg_p_04,ZSN,0.0,0.0090321767,0.0
B_BLOK_S_n,ZSN,0.0,0.0045770749,0.0
n_p_ecg_p_07,ZSN,0.0,0.0125780668,0.0
fibr_ter_03,ZSN,0.0,0.0044046434,0.0
n_r_ecg_p_01,ZSN,0.0,0.005636101,0.0
n_p_ecg_p_11,ZSN,0.0,0.0023351791,0.0
np_05,ZSN,0.0,0.0309005473,0.0
MP_TP_POST,DRESSLER,0.0,0.0022666182,0.0
n_p_ecg_p_10,DRESSLER,0.0,0.0003886995,0.0
n_r_ecg_p_05,DRESSLER,0.0,0.0106574897,0.0
NOT_NA_2_n,DRESSLER,0.0,0.0065516045,0.0
NOT_NA_3_n,DRESSLER,0.0031718128,0.0088017298,0.0
R_AB_2_n,DRESSLER,0.0,0.0016325728,0.0
ZSN_A,DRESSLER,0.0,0.0108748607,0.0
LID_KB,DRESSLER,0.0,0.0054516984,0.0
n_p_ecg_p_12,DRESSLER,0.0,0.0107814093,0.0
fibr_ter_02,DRESSLER,0.0,0.0033941151,0.0
n_r_ecg_p_04,DRESSLER,0.0,0.001904239,0.0
n_r_ecg_p_02,DRESSLER,0.0,0.0134258646,0.0
B_BLOK_S_n,DRESSLER,0.0,0.0008957047,0.0
MP_TP_POST,P_IM_STEN,0.0,0.015948484,0.0
n_p_ecg_p_10,P_IM_STEN,0.0,0.0202745966,0.0
NA_R_3_n,P_IM_STEN,0.0000448105,0.0101788379,0.0
NOT_NA_2_n,P_IM_STEN,0.0,0.0093749424,0.0
ritm_ecg_p_07,P_IM_STEN,0.0,0.0073965121,0.0
ZSN_A,P_IM_STEN,0.0,0.010090194,0.0
SIM_GIPERT,P_IM_STEN,0.0,0.0235264067,0.0
fibr_ter_03,P_IM_STEN,0.0,0.0147191978,0.0
n_p_ecg_p_12,P_IM_STEN,0.0,0.0136757473,0.0
fibr_ter_02,P_IM_STEN,0.0,0.0095125769,0.0
n_r_ecg_p_04,P_IM_STEN,0.0,0.0222137463,0.0
n_r_ecg_p_02,P_IM_STEN,0.0,0.061950005,0.0
n_p_ecg_p_07,P_IM_STEN,0.0,0.0033380032,0.0
MP_TP_POST,REC_IM,0.0,0.0019904127,0.0
n_p_ecg_p_10,REC_IM,0.0,0.0105569815,0.0
n_r_ecg_p_05,REC_IM,0.0,0.0107239328,0.0
NA_R_2_n,REC_IM,0.0,0.009155329,0.0
SIM_GIPERT,REC_IM,0.0,0.0240470727,0.0
n_p_ecg_p_12,REC_IM,0.0,0.0113908655,0.0
fibr_ter_02,REC_IM,0.0,0.0250756873,0.0
n_r_ecg_p_04,REC_IM,0.0,0.0036853287,0.0
n_r_ecg_p_02,REC_IM,0.0,0.0306269395,0.0
B_BLOK_S_n,REC_IM,0.0,0.0178444573,0.0
